InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576112,47548,Product 4,2,02/05/2023 04:12,1.7,11678,Indonesia
516566,46945,Product 8,4,10/14/2023 14:56,68.34,16873,Indonesia
507190,57937,Product 19,14,11/07/2023 15:41,82.72,15575,Indonesia
588607,16476,Product 14,16,06/07/2023 22:15,15.51,17916,Indonesia
538333,61756,Product 7,19,01/12/2023 16:15,16.81,16019,Indonesia
580905,12382,Product 14,2,05/16/2023 19:02,79.22,16420,Indonesia
589571,59683,Product 6,12,05/24/2023 12:22,62.01,11028,Indonesia
501589,97999,Product 12,14,12/14/2023 18:39,5.44,12790,Indonesia
525235,55276,Product 16,6,04/28/2023 04:19,62.63,11028,Indonesia
500159,43402,Product 17,13,12/26/2023 11:00,31.58,18792,Indonesia
512145,36946,Product 13,4,05/01/2023 20:19,37.5,16938,Indonesia
580909,89698,Product 14,18,08/19/2023 00:52,77.2,17208,Indonesia
531921,83933,Product 7,12,09/29/2023 11:37,81.28,19692,Indonesia
516237,32335,Product 14,19,08/14/2023 13:35,40.64,15051,Indonesia
508244,55095,Product 15,8,05/31/2023 17:44,94.77,17892,Indonesia
514743,89930,Product 12,7,03/07/2023 08:20,41.24,14488,Indonesia
597102,37197,Product 17,16,09/15/2023 08:00,77.41,15232,Indonesia
546101,32010,Product 9,19,11/27/2023 02:51,48.9,14413,Indonesia
584227,34123,Product 15,6,07/09/2023 22:25,89.86,16235,Indonesia
599532,97923,Product 12,11,07/15/2023 17:54,90.87,18154,Indonesia
556378,12890,Product 2,5,09/19/2023 02:21,9.65,15530,Indonesia
571126,18026,Product 5,16,05/23/2023 21:36,93.71,11016,Indonesia
556071,74925,Product 13,7,09/01/2023 09:11,82.73,15855,Indonesia
571121,78842,Product 8,5,08/27/2023 16:41,79.34,17574,Indonesia
574763,43665,Product 14,11,06/15/2023 17:44,20.89,16278,Indonesia
593814,19277,Product 15,15,10/18/2023 09:29,80.71,17270,Indonesia
512237,52239,Product 11,3,05/14/2023 02:15,85.16,15977,Indonesia
515649,57664,Product 1,5,01/07/2023 19:13,29.63,11899,Indonesia
537713,58008,Product 3,5,03/14/2023 14:20,95.27,17408,Indonesia
573463,24683,Product 17,9,06/12/2023 01:26,5.94,17208,Indonesia
545409,10670,Product 19,15,05/10/2023 02:17,15.84,17526,Indonesia
548766,99211,Product 14,3,07/25/2023 19:17,54.22,14555,Indonesia
546154,27889,Product 8,6,09/13/2023 09:24,58.0,18110,Indonesia
507016,65612,Product 13,17,10/08/2023 21:32,64.87,19914,Indonesia
579563,54535,Product 3,8,06/13/2023 13:00,2.68,13104,Indonesia
548688,88542,Product 5,11,04/20/2023 15:53,96.08,17994,Indonesia
589678,64319,Product 9,6,08/26/2023 19:02,5.41,18164,Indonesia
554238,31639,Product 6,8,01/25/2023 12:52,15.16,18838,Indonesia
558608,74712,Product 2,10,01/25/2023 14:03,2.39,15051,Indonesia
589081,26633,Product 13,3,06/22/2023 11:31,57.12,10391,Indonesia
531897,44660,Product 5,14,05/08/2023 12:30,93.29,15450,Indonesia
550961,78975,Product 8,14,11/30/2023 19:17,66.93,15191,Indonesia
568703,42172,Product 1,10,11/12/2023 05:31,82.44,10878,Indonesia
544757,69197,Product 12,12,12/15/2023 10:01,2.31,16776,Indonesia
526917,68847,Product 11,6,03/01/2023 22:18,54.66,10769,Indonesia
522736,21577,Product 7,12,10/14/2023 18:04,46.5,11585,Indonesia
527990,87299,Product 15,14,09/23/2023 01:10,50.4,12047,Indonesia
562551,30176,Product 11,2,06/27/2023 14:08,8.15,17994,Indonesia
558161,54386,Product 16,9,03/24/2023 08:34,68.76,14488,Indonesia
579623,73972,Product 3,10,05/29/2023 08:27,50.82,11678,Indonesia
522440,99791,Product 14,17,07/09/2023 13:50,76.75,10854,Indonesia
535205,51003,Product 3,17,09/20/2023 15:15,49.04,18901,Indonesia
580811,29996,Product 1,3,09/09/2023 00:03,15.79,12047,Indonesia
555103,96598,Product 15,19,09/17/2023 06:39,65.18,13157,Indonesia
570812,45931,Product 1,1,09/30/2023 04:38,18.07,11028,Indonesia
541627,45710,Product 17,12,11/04/2023 19:35,87.37,19555,Indonesia
519008,44693,Product 2,7,05/04/2023 05:38,61.7,11707,Indonesia
571274,45740,Product 6,4,06/27/2023 04:51,16.56,16396,Indonesia
532402,87241,Product 8,10,07/10/2023 02:06,96.27,17270,Indonesia
553384,86502,Product 16,13,06/04/2023 21:13,52.32,13561,Indonesia
505793,27374,Product 19,2,08/17/2023 21:04,8.22,13073,Indonesia
505571,86674,Product 1,10,07/02/2023 01:26,63.06,11267,Indonesia
596867,91471,Product 3,4,09/03/2023 05:14,26.07,12568,Indonesia
516209,55913,Product 3,18,05/29/2023 09:22,80.57,17270,Indonesia
590930,76025,Product 5,5,11/10/2023 06:04,81.96,14218,Indonesia
543148,54516,Product 12,19,03/06/2023 12:20,97.92,17392,Indonesia
591218,97796,Product 12,2,08/30/2023 12:20,50.69,13242,Indonesia
502224,36069,Product 13,12,06/30/2023 17:36,46.04,10863,Indonesia
548695,66233,Product 9,17,06/22/2023 03:16,75.59,18755,Indonesia
532441,94811,Product 7,10,07/07/2023 10:20,14.11,15191,Indonesia
539129,69049,Product 4,2,11/04/2023 22:52,55.14,11021,Indonesia
562368,49178,Product 19,6,10/09/2023 03:33,55.08,10064,Indonesia
592122,42821,Product 19,8,02/21/2023 15:17,9.86,19555,Indonesia
544760,61727,Product 6,19,08/20/2023 02:40,42.38,11059,Indonesia
523478,70935,Product 13,11,08/09/2023 19:28,85.48,15134,Indonesia
571854,26999,Product 11,12,02/11/2023 20:41,85.76,13561,Indonesia
594230,72522,Product 13,9,04/23/2023 08:16,10.82,11291,Indonesia
585716,48712,Product 13,2,04/30/2023 08:40,9.98,15791,Indonesia
512180,74551,Product 15,8,05/09/2023 01:47,27.01,17849,Indonesia
598538,50172,Product 13,11,01/29/2023 00:09,87.6,14887,Indonesia
515372,43722,Product 11,4,08/30/2023 07:20,13.76,19692,Indonesia
529796,20625,Product 19,10,10/11/2023 10:54,72.28,16736,Indonesia
558272,77165,Product 8,16,10/17/2023 07:58,11.02,13843,Indonesia
589963,86509,Product 8,8,08/02/2023 07:48,62.69,13104,Indonesia
598826,16859,Product 10,4,03/20/2023 16:22,36.25,13073,Indonesia
593635,51609,Product 16,10,12/10/2023 12:18,79.1,14413,Indonesia
554040,53307,Product 19,12,03/10/2023 11:00,24.14,17869,Indonesia
575357,31839,Product 11,14,03/28/2023 04:07,64.28,12790,Indonesia
571368,37216,Product 13,16,11/29/2023 07:56,24.33,19925,Indonesia
578356,62953,Product 9,18,03/28/2023 10:00,71.65,15855,Indonesia
516211,94481,Product 19,12,04/19/2023 18:23,87.49,10064,Indonesia
505842,70593,Product 16,18,06/01/2023 16:04,13.55,11267,Indonesia
563115,82075,Product 7,7,05/28/2023 20:39,86.79,17555,Indonesia
566852,59522,Product 19,7,11/10/2023 13:35,59.76,15393,Indonesia
545968,14886,Product 12,9,05/19/2023 19:14,13.58,10878,Indonesia
517508,17485,Product 15,1,07/30/2023 06:50,43.33,15393,Indonesia
522005,41455,Product 14,6,01/28/2023 18:42,16.93,11998,Indonesia
554575,26767,Product 11,6,09/18/2023 04:29,70.33,11678,Indonesia
580742,38453,Product 10,12,12/18/2023 07:09,76.13,15618,Indonesia
518971,86280,Product 11,12,02/07/2023 14:31,11.47,15232,Indonesia
525599,63442,Product 6,10,08/08/2023 16:30,51.11,13890,Indonesia
587592,61877,Product 2,6,05/16/2023 07:24,81.65,16873,Indonesia
566914,22226,Product 11,17,11/25/2023 01:14,93.68,13763,Indonesia
567055,32588,Product 19,19,02/18/2023 03:03,51.84,15486,Indonesia
587697,88976,Product 6,18,03/19/2023 08:40,95.08,17041,Indonesia
505355,41709,Product 14,6,08/05/2023 22:49,54.03,12027,Indonesia
554120,57788,Product 6,19,09/23/2023 20:35,40.02,10161,Indonesia
574619,98031,Product 17,10,05/20/2023 07:01,84.97,19555,Indonesia
538342,47019,Product 10,8,09/26/2023 20:31,49.81,14859,Indonesia
585992,54948,Product 1,6,12/17/2023 15:31,47.72,15915,Indonesia
578860,75133,Product 3,7,10/15/2023 01:10,49.54,17892,Indonesia
502257,76458,Product 8,1,01/10/2023 14:16,84.83,18838,Indonesia
527364,37526,Product 8,18,07/02/2023 08:24,83.36,14413,Indonesia
524972,83493,Product 15,12,11/11/2023 13:57,40.95,16528,Indonesia
526654,62198,Product 7,16,04/24/2023 21:51,34.0,19721,Indonesia
580769,53395,Product 11,10,08/01/2023 11:31,49.7,11291,Indonesia
581423,34031,Product 7,10,06/23/2023 16:55,57.7,10769,Indonesia
529320,85542,Product 4,14,05/02/2023 22:38,24.6,15311,Indonesia
520808,47701,Product 12,10,09/25/2023 08:46,79.6,14555,Indonesia
552389,35939,Product 6,10,01/18/2023 20:12,49.16,11636,Indonesia
595690,59145,Product 14,11,05/29/2023 07:45,34.07,12062,Indonesia
534773,30324,Product 12,2,12/26/2023 13:06,11.58,13242,Indonesia
551168,32867,Product 11,8,05/31/2023 11:31,24.65,16938,Indonesia
527747,10203,Product 19,7,07/22/2023 21:21,94.98,17408,Indonesia
576396,26544,Product 5,8,08/23/2023 21:27,31.2,10995,Indonesia
583692,25899,Product 14,1,10/12/2023 12:17,17.72,17385,Indonesia
557505,39063,Product 16,2,09/15/2023 20:14,46.61,12062,Indonesia
585896,13748,Product 13,18,10/10/2023 17:30,31.4,17392,Indonesia
518135,76629,Product 4,15,03/29/2023 11:12,4.48,13556,Indonesia
590887,90764,Product 11,1,10/05/2023 10:36,32.99,16019,Indonesia
596035,30884,Product 17,5,07/08/2023 00:55,54.87,15530,Indonesia
547377,35183,Product 7,2,01/03/2023 21:18,55.62,12734,Indonesia
523554,91570,Product 14,3,01/23/2023 06:43,36.3,15575,Indonesia
562491,81246,Product 11,19,10/08/2023 04:46,45.28,15855,Indonesia
555621,29259,Product 9,18,05/16/2023 09:57,96.59,13581,Indonesia
558283,45959,Product 13,18,05/24/2023 07:00,38.36,15134,Indonesia
585140,43457,Product 18,14,12/30/2023 04:02,26.56,14426,Indonesia
516923,95679,Product 11,8,04/14/2023 02:31,25.1,11853,Indonesia
547591,12103,Product 15,12,11/16/2023 09:33,46.32,14413,Indonesia
562261,75901,Product 19,10,01/10/2023 20:45,76.19,19692,Indonesia
554336,54535,Product 1,17,08/19/2023 01:40,21.39,11853,Indonesia
574083,26103,Product 4,11,04/22/2023 12:08,71.22,12027,Indonesia
560948,88278,Product 14,2,03/27/2023 09:25,3.09,10502,Indonesia
533002,22391,Product 14,4,11/10/2023 21:11,42.47,11853,Indonesia
580098,38901,Product 3,1,07/28/2023 13:13,77.81,16736,Indonesia
573016,91159,Product 17,15,05/01/2023 01:52,34.53,12454,Indonesia
526672,77914,Product 3,13,01/20/2023 10:15,56.81,18110,Indonesia
504213,60357,Product 16,8,08/31/2023 22:05,21.29,19474,Indonesia
510293,96908,Product 14,4,11/08/2023 18:36,74.46,15578,Indonesia
599977,48437,Product 13,10,07/05/2023 03:46,6.18,16892,Indonesia
555860,45503,Product 15,19,05/12/2023 19:09,85.4,10769,Indonesia
562507,85403,Product 14,18,01/24/2023 21:34,20.62,12612,Indonesia
557134,51258,Product 19,5,06/03/2023 04:37,87.57,18792,Indonesia
502100,43724,Product 6,19,11/06/2023 07:38,35.9,13763,Indonesia
561997,74286,Product 10,16,07/21/2023 05:45,72.55,15535,Indonesia
528172,84842,Product 15,1,09/17/2023 12:19,32.6,17916,Indonesia
520132,24908,Product 6,12,09/30/2023 22:06,90.69,13890,Indonesia
518199,60626,Product 10,2,01/04/2023 13:02,13.54,17555,Indonesia
536609,47228,Product 7,8,08/04/2023 04:15,18.67,17858,Indonesia
542965,33386,Product 17,18,07/05/2023 22:51,49.81,18004,Indonesia
508016,56754,Product 18,16,09/11/2023 01:29,9.11,11016,Indonesia
539779,38302,Product 17,5,03/23/2023 18:30,20.4,14218,Indonesia
531881,70815,Product 9,13,07/07/2023 18:48,94.43,16949,Indonesia
582594,94748,Product 10,19,11/15/2023 13:18,97.67,12612,Indonesia
524472,73344,Product 10,3,06/01/2023 12:11,38.25,11998,Indonesia
551813,45618,Product 7,8,01/30/2023 05:52,92.41,12568,Indonesia
536021,86234,Product 16,12,12/22/2023 18:47,54.94,10995,Indonesia
554131,71114,Product 18,2,06/22/2023 03:29,27.7,15056,Indonesia
524087,80130,Product 6,11,07/02/2023 16:54,70.54,12747,Indonesia
512828,35525,Product 1,12,05/26/2023 19:48,66.23,19167,Indonesia
561610,89818,Product 1,18,09/08/2023 14:10,98.92,12047,Indonesia
596664,24334,Product 12,13,11/09/2023 21:44,27.24,11663,Indonesia
501401,72767,Product 2,5,06/10/2023 16:05,67.53,11267,Indonesia
585179,16644,Product 4,12,09/17/2023 19:47,6.15,17734,Indonesia
515193,42933,Product 17,2,02/16/2023 14:05,12.25,19268,Indonesia
592389,53469,Product 4,5,02/16/2023 13:10,1.39,13099,Indonesia
544864,43687,Product 11,7,12/25/2023 08:25,99.95,11678,Indonesia
520307,62656,Product 4,12,11/21/2023 19:09,80.43,11184,Indonesia
519611,27375,Product 1,16,02/19/2023 02:12,78.89,11495,Indonesia
543791,75206,Product 7,8,04/17/2023 16:29,51.46,12027,Indonesia
511950,46607,Product 18,9,09/11/2023 21:44,30.71,13556,Indonesia
576240,93178,Product 9,15,07/17/2023 16:58,15.98,15463,Indonesia
577403,33993,Product 3,5,12/31/2023 18:52,29.18,17989,Indonesia
502745,54386,Product 8,13,02/04/2023 13:25,38.22,15486,Indonesia
555243,56287,Product 19,5,03/10/2023 04:19,75.87,14658,Indonesia
503866,96724,Product 4,11,02/18/2023 20:09,54.43,11495,Indonesia
532245,86312,Product 18,10,07/11/2023 04:35,8.67,10202,Indonesia
544724,85324,Product 11,13,03/11/2023 03:38,2.78,10189,Indonesia
571354,81196,Product 14,9,10/22/2023 17:34,11.13,15864,Indonesia
551374,80014,Product 18,14,05/09/2023 03:05,41.64,13840,Indonesia
530116,18210,Product 16,18,10/24/2023 21:45,93.39,18838,Indonesia
581029,20922,Product 3,15,11/12/2023 11:56,64.1,19914,Indonesia
593574,46289,Product 15,10,01/31/2023 19:23,80.38,11306,Indonesia
520447,43340,Product 4,7,02/05/2023 20:29,47.17,18529,Indonesia
530431,49850,Product 5,8,12/30/2023 09:29,36.8,17208,Indonesia
517908,66984,Product 17,3,12/08/2023 06:34,11.73,11663,Indonesia
529336,94178,Product 7,15,08/08/2023 13:55,87.72,18901,Indonesia
540992,21094,Product 16,16,12/02/2023 15:53,78.53,16949,Indonesia
555350,97959,Product 14,4,04/16/2023 12:05,17.64,16374,Indonesia
569561,43418,Product 16,6,02/13/2023 08:44,51.71,11636,Indonesia
551955,15741,Product 7,1,08/16/2023 10:19,49.25,14488,Indonesia
561240,82374,Product 9,4,12/04/2023 10:56,62.88,19670,Indonesia
520093,78798,Product 4,11,01/21/2023 03:49,94.67,16396,Indonesia
506155,80532,Product 11,12,01/07/2023 05:14,58.4,18154,Indonesia
546607,32164,Product 2,5,06/09/2023 10:19,54.48,11899,Indonesia
533487,45595,Product 12,16,05/23/2023 15:06,5.98,13152,Indonesia
555668,40257,Product 12,13,06/03/2023 11:55,7.23,19762,Indonesia
520963,24211,Product 4,13,05/22/2023 04:57,19.55,10663,Indonesia
550124,15232,Product 18,17,01/21/2023 17:04,4.21,10769,Indonesia
552870,77753,Product 7,7,05/11/2023 22:25,74.59,15463,Indonesia
556547,62691,Product 1,8,11/01/2023 18:50,72.61,15450,Indonesia
564110,99765,Product 13,13,12/11/2023 20:11,14.47,13152,Indonesia
553554,89768,Product 6,16,06/10/2023 17:52,83.77,11306,Indonesia
520936,35613,Product 6,4,07/15/2023 09:56,16.32,15191,Indonesia
504426,24026,Product 12,8,11/23/2023 21:54,30.82,14297,Indonesia
588839,63535,Product 8,16,10/16/2023 16:23,25.65,13748,Indonesia
527606,40908,Product 19,10,03/02/2023 01:27,37.86,15864,Indonesia
547832,62113,Product 5,12,02/12/2023 08:38,26.21,19555,Indonesia
528151,29610,Product 18,12,03/27/2023 16:16,49.41,15051,Indonesia
579303,56646,Product 5,5,04/08/2023 05:45,41.33,18164,Indonesia
511308,73185,Product 10,16,07/17/2023 01:00,98.67,12062,Indonesia
562522,82567,Product 1,1,11/26/2023 20:04,6.54,17574,Indonesia
545671,57574,Product 10,9,01/02/2023 21:47,15.08,17513,Indonesia
590306,46182,Product 5,12,02/26/2023 01:09,6.23,15191,Indonesia
594108,10570,Product 12,5,04/08/2023 15:47,62.96,18110,Indonesia
502204,29288,Product 7,3,05/05/2023 06:21,6.4,15486,Indonesia
592769,88824,Product 9,5,03/17/2023 14:39,83.81,12454,Indonesia
587265,39877,Product 12,2,10/21/2023 09:34,51.68,10663,Indonesia
531131,94425,Product 1,14,07/11/2023 18:48,53.17,13073,Indonesia
552428,10917,Product 11,2,02/01/2023 06:20,56.6,18006,Indonesia
533870,85602,Product 15,13,01/20/2023 03:45,17.91,11306,Indonesia
549067,74575,Product 2,7,08/02/2023 14:55,20.57,14389,Indonesia
558585,82518,Product 7,10,08/20/2023 20:14,32.56,14389,Indonesia
521607,49104,Product 12,13,08/02/2023 19:27,59.76,15530,Indonesia
524968,28062,Product 18,16,09/27/2023 08:39,21.8,15791,Indonesia
598934,26999,Product 3,14,02/27/2023 16:01,12.52,11484,Indonesia
511908,71845,Product 7,11,09/05/2023 02:07,97.04,18110,Indonesia
526423,19941,Product 11,10,02/13/2023 00:41,3.18,11899,Indonesia
574707,71169,Product 18,6,08/15/2023 05:38,80.47,14426,Indonesia
578257,33470,Product 12,4,10/06/2023 17:42,79.02,11998,Indonesia
561215,69821,Product 6,1,07/16/2023 18:10,30.42,14426,Indonesia
555835,96669,Product 5,7,09/25/2023 09:07,14.43,16439,Indonesia
549429,54435,Product 1,9,10/24/2023 03:36,15.42,16374,Indonesia
582152,14529,Product 12,8,03/26/2023 07:54,70.05,13561,Indonesia
538458,93055,Product 11,5,02/16/2023 14:47,64.64,16235,Indonesia
546169,22192,Product 4,19,08/26/2023 07:17,78.49,17916,Indonesia
507659,84102,Product 18,10,02/11/2023 19:05,93.81,13561,Indonesia
560614,82762,Product 4,11,09/25/2023 01:06,69.5,12568,Indonesia
